"Marca temporal","¿Usas herramientas de inteligencia artificial (como ChatGPT, Gemini, DeepSeek, etc.)?","Sexo","Municipio ","1 Creo que es importante aprender sobre inteligencia artificial (IA)","
2 Las clases de inteligencia artificial (IA) son importantes","3 Creo que en la escuela se debería impartir clases de inteligencia artificial (IA)","4 Creo que todos los estudiantes deberían aprender sobre inteligencia artificial (IA) en la escuela","5 La inteligencia artificial (IA) es muy importante para el desarrollo de la sociedad","6 La inteligencia artificial (IA) está relacionada con mi vida","7 Utilizaré la inteligencia artificial (IA) para resolver problemas de la vida cotidiana","8 La inteligencia artificial (IA) me ayuda a resolver problemas en la vida real","9 En el futuro necesitare inteligencia artificial (IA) en mi vida","10 La inteligencia artificial (IA) es necesaria para todos","11 Quiero trabajar en el campo de la inteligencia artificial (IA)","12 Elegiré un trabajo en el campo de la inteligencia artificial (IA)","13 Participaría en un club relacionado con la inteligencia artificial (IA) si lo hubiera","14 Me gusta utilizar objetos relacionados con la inteligencia artificial (IA)","15 Es divertido aprender sobre la inteligencia artificial (IA)","
16 Quiero seguir aprendiendo sobre la inteligencia artificial (IA)","17 Me interesa los programas de televisión o los videos en línea relacionados con la inteligencia artificial (IA)","18 Quiero hacer algo que haga la vida más humana más cómoda a través de la inteligencia artificial (IA)","
19 Me interesa el desarrollo de la inteligencia artificial (IA)","
20 Es interesante utilizar la inteligencia artificial (IA)","21 Creo que debería haber más horas de clase dedicadas a la inteligencia artificial (IA) en la escuela","22 Creo que puedo manejar bien la inteligencia artificial (IA)"
"2025/05/29 11:05:03 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","4","3","2","3","3","1","1","3","3","3","1","1","1","3","3","3","3","1","3","3","3","3"
"2025/05/29 11:05:11 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","2","3","3","3","3","4","4","4","4","4","3","3","3","3","2","4","3","3","3","3","3","3"
"2025/05/29 11:06:00 a.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"2025/05/29 11:08:05 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","4","3","3","4","5","3","3","3","4","4","3","3","3","3","4","4","4","4","3","3","3","3"
"2025/05/29 11:11:32 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","1","5","5","5","1","2","5","2","5","5","3","1","5","5","3","5","5","5","5","5","3"
"2025/05/29 11:14:36 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","4","4","4","4","4","4","4","4","4","3","2","4","4","4","4","4","4","4","4","4","3"
"2025/05/29 11:15:04 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 11:17:19 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","5","5","5","3","3","3","3","3","3","3","3","3","3","3","5","3","3","3","3","3","2"
"2025/05/29 11:22:16 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","5","5","5","5","3","2","1","5","5","5","5","5","5","5","5","5","3","5","5","3","3"
"2025/05/29 11:22:39 a.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/05/29 11:22:52 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","1","4","3","5","1","1","3","2","5","3","3","1","3","4","5","3","3","3","1","2","1","1"
"2025/05/29 11:29:10 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3"
"2025/05/29 11:29:41 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Guadalupe Victoria","3","4","3","5","5","3","1","1","5","3","4","4","5","5","5","5","3","4","5","4","3","3"
"2025/05/29 11:32:45 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","1","3","1","1","5","1","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/05/29 11:34:14 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 11:37:58 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 11:40:17 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/05/29 11:41:54 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","2","2","2","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/05/29 11:42:15 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 11:42:43 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 11:42:53 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"2025/05/29 11:43:10 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","3","3","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/05/29 11:44:29 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 11:47:51 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","5","4","3","3","2","1","3","1","3","1","1","1","1","1","2","3","3","3","2","2","3","3"
"2025/05/29 11:48:17 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 11:54:03 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 11:57:56 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 11:58:01 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Guadalupe Victoria","5","4","5","5","5","4","3","3","5","5","3","3","4","3","3","3","4","3","4","4","5","3"
"2025/05/29 11:58:41 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","5","5","5","5","5","5","5","5","5","5","1","5","5","5","5","5","5","5","5","5","5","1"
"2025/05/29 11:59:15 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","1","1","3","3","1","3","3","3","2","3","3","3","4","4","4","4","5","2","2","5","5","5"
"2025/05/29 11:59:53 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","5","5","5","5","3","3","3","3","3","3","2","5","5","5","5","4","3","3","5","3","2"
"2025/05/29 12:01:07 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 12:01:33 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","1","1","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"2025/05/29 12:04:53 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/05/29 12:05:08 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","5","5","4","5","5","1","1","3","5","3","5","4","5","4","5","4","5","3","4","4","4","4"
"2025/05/29 12:07:43 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/05/29 12:10:40 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 12:18:28 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 12:19:29 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 12:20:48 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Guadalupe Victoria","5","5","5","5","4","5","3","3","4","3","4","3","4","4","4","4","4","4","4","4","3","3"
"2025/05/29 12:21:35 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 12:22:18 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","3","2","5","5","5","1","3","3","3","5","5","2","5","5","5","5","3","3","3","5","1","3"
"2025/05/29 12:28:13 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Guadalupe Victoria","3","4","3","3","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/05/29 12:28:38 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 12:30:10 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Guadalupe Victoria","4","4","4","4","3","3","3","2","2","2","3","2","3","3","4","4","4","4","3","4","4","3"
"2025/05/29 12:33:42 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 12:35:10 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 12:36:29 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 12:40:17 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","3","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/05/29 12:42:03 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","5","5","4","3","1","2","1","3","2","5","3","5","5","5","5","5","5","2","5","4","2"
"2025/05/29 12:43:47 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","4","5","5","5","5","2","3","3","2","3","3","3","3","2","3","3","3","3","3","3","3","3"
"2025/05/29 12:44:39 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Gómez Palacio","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/05/29 12:44:51 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 12:46:33 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Gómez Palacio","3","3","3","3","1","1","1","1","3","1","3","3","3","3","3","3","3","3","3","3","3","3"
"2025/05/29 12:53:09 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","1","1","1","1","1","5","1","5","1","5","5","5","5","5","5","5","5","5","5","1","5","5"
"2025/05/29 12:57:30 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Gómez Palacio","4","4","3","4","4","3","4","4","5","4","3","3","4","5","5","5","3","5","5","5","3","3"
"2025/05/29 1:00:38 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","5","5","5","5","5","3","5","5","5","3","5","3","3","3","5","5","5","5","5","5","3"
"2025/05/29 1:07:36 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","4","4","4","3","3","3","1","3","3","3","1","4","5","5","4","5","3","4","4","4","4"
"2025/05/29 1:11:28 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Guadalupe Victoria","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/05/29 1:18:22 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Guadalupe Victoria","3","2","2","1","2","1","1","1","1","2","1","1","1","2","1","1","2","3","2","1","1","1"
"2025/05/29 1:18:37 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","3","4","5","5","3","1","5","4","5","3","5","3","5","5","5","5","5","5","4","5","5","4"
"2025/05/29 1:19:41 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","1","3","3","2","3","4","4","3","4","3","4","3","3","3","2","3","3","3","2","3","2","2"
"2025/05/29 1:26:39 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","5","5","5","4","3","3","3","4","4","4","3","4","4","4","4","4","4","4","4","3","4"
"2025/05/29 1:28:08 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Gómez Palacio","5","5","5","5","5","5","1","3","5","5","3","4","1","5","5","5","5","5","5","5","3","5"
"2025/05/29 1:29:00 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","1","2","4","3","1","2","1","3","5","4","1","1","1","1","2","4","3","2","5","3","3","4"
"2025/05/29 1:30:50 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 1:33:06 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","1","1","1","1","1","1","1","1","1","1","1","1","3","1","1","3","1","1","1","1","1","1"
"2025/05/29 1:33:40 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","5","5","5","5","4","3","3","4","4","4","3","3","4","3","5","5","3","4","4","5","4","4"
"2025/05/29 1:34:39 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","1","3","1","3","1","2","4","1","1","1","1","3","4","5","4","4","3","4","3","4","4","3"
"2025/05/29 1:34:50 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 1:39:26 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","3","4","4","3","2","1","2","4","3","4","2","4","4","4","4","4","4","3","4","2","2"
"2025/05/29 1:40:04 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","2","3","5","4","1","3","2","2","1","1","3","2","2","4","3","3","4","4","3","3","3"
"2025/05/29 1:41:10 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","4","5","5","5","5","5","1","5","5","5","5","5","5","3","3","3","3","3","3","3","3","3"
"2025/05/29 1:42:44 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","4","3","3","4","4","4","4","4","4","4","2","2","3","3","2","4","3","3","2","3","3"
"2025/05/29 1:44:34 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 1:48:08 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 1:48:19 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 1:49:04 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 1:51:46 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","4","2","2","3","4","4","3","4","4","3","4","3","4","3","3","3","4","4","4","3","4","4"
"2025/05/29 1:57:46 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Gómez Palacio","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"2025/05/29 2:00:50 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Lerdo","1","2","3","3","3","3","4","4","4","4","4","3","3","3","3","3","3","3","3","3","4","3"
"2025/05/29 2:02:41 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Santa Clara","5","5","5","5","5","3","3","3","5","5","5","5","5","5","5","5","5","5","5","5","5","3"
"2025/05/29 2:05:06 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Gómez Palacio","4","4","4","4","4","4","4","4","4","5","5","4","4","4","5","5","5","5","5","4","4","4"
"2025/05/29 2:05:43 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 2:06:02 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"2025/05/29 2:06:25 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","1","1","1","1","1","3","2","3","1","2","3","3","3","3","3","3","3","3","2","3","2","2"
"2025/05/29 2:07:51 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 2:08:11 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 2:08:39 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","5","5","5","4","2","3","2","4","4","2","2","3","4","3","5","4","3","4","4","3","4"
"2025/05/29 2:10:47 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 2:20:05 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","5","5","5","5","3","3","4","5","5","4","3","3","4","5","5","3","3","4","5","5","4"
"2025/05/29 2:20:42 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 2:30:52 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/05/29 2:31:00 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 2:33:36 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 2:37:32 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 2:38:44 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 2:38:46 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 2:39:20 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 2:40:14 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Guadalupe Victoria","5","5","5","5","1","1","1","2","5","1","1","1","5","5","5","5","1","3","5","2","4","5"
"2025/05/29 2:41:05 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","3","3","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/05/29 2:41:58 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","5","5","5","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"2025/05/29 2:42:19 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","1","1","1","1","1","1","3","3","1","3","3","3","3","2","1","1","1","3","1","1","1","1"
"2025/05/29 2:43:43 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","1","2","3","5","1","1","1","2","3","3","2","1","1","2","3","4","5","1","1","1","1","1"
"2025/05/29 2:45:18 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","1","1","1","1","3","3","3","3","3","3","5","4","4","4","4","4","4","3","5","5","5","5"
"2025/05/29 2:48:37 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","4","3","3","2","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","2"
"2025/05/29 2:49:16 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 2:50:06 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","5","5","5","3","3","1","1","1","3","4","3","4","3","4","4","3","3","4","4","4","4"
"2025/05/29 2:50:23 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","3","2","3","3","1","1","1","3","3","1","1","3","3","3","3","1","1","1","2","1","1"
"2025/05/29 2:51:01 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 2:53:31 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 2:53:39 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 2:54:27 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","5","5","5","4","4","5","4","5","5","3","2","3","4","4","5","4","3","5","4","4","3"
"2025/05/29 2:54:27 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","2","3","4","3","3","1","1","1","3","4","1","3","3","2","3","3","3","3","3","3","2","2"
"2025/05/29 2:56:49 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","4","5","5","5","4","3","3","3","4","5","4","5","5","5","5","5","5","5","5","4","5"
"2025/05/29 2:58:25 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","5","5","5","5","5","5","5","5","5","5","5","3","5","5","5","5","5","5","5","5","5","5"
"2025/05/29 3:01:22 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","4","5","4","4","4","4","4","5","4","5","4","4","4","4","5","2","5","5","5","5","3"
"2025/05/29 3:02:36 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 3:04:52 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","5","5","3","5","5","3","1","5","5","1","5","1","1","1","5","1","3","1","1","1","5","1"
"2025/05/29 3:06:36 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 3:09:19 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 3:09:46 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","4","4","4","4","4","4","4","4","5","2","4","5","4","5","5","3","4","5","4","1","3"
"2025/05/29 3:10:37 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"2025/05/29 3:11:28 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","2","2","2","2","2","3","3","3","2","2","3","3","3","3","3","3","3","3","3","3","3","3"
"2025/05/29 3:12:33 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 3:16:00 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","3","3","5","3","5","3","3","4","4","5","5","5","3","4","5","5","5","5","4","3","5"
"2025/05/29 3:16:37 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 3:27:31 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","4","4","3","3","4","1","1","3","3","2","3","4","3","4","4","3","1","3","3","3","3"
"2025/05/29 3:29:25 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 3:31:33 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 3:32:42 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/05/29 3:32:49 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","3","3","3","3","3","1","1","1","3","1","1","1","1","1","1","1","1","1","1","3","1","1"
